protein_name,uniprot_id,alphafold_id,mw_da,sequence_length,theoretical_pI,net_charge_at_ph,sasa_total_A2,radius_gyration_A,max_dimension_A,min_dimension_A,aspect_ratio,surface_pos_residue_frac,surface_neg_residue_frac,surface_hydrophobic_frac,surface_polar_frac,surface_hbond_donor_density,surface_hbond_acceptor_density,pos_patch_count,neg_patch_count,hyd_patch_count,max_pos_patch_area_A2,max_neg_patch_area_A2,max_hyd_patch_area_A2,pdb_id_or_alphafold_id,source,ph_assumed,ionic_strength_mM,buffer,surface_net_charge_index,surface_aromatic_frac,max_pos_patch_size_res,max_neg_patch_size_res,surface_residue_count,alphafold_pdb_url,sasa_per_residue_A2,net_charge_per_sasa,max_hyd_patch_size_res,alphafold_version,effective_diameter_A,effective_size_geom_A,shape_anisotropy_index,ph_distance_from_neutral,mw_da_norm,sequence_length_norm,theoretical_pI_norm,net_charge_at_ph_norm,sasa_total_A2_norm,radius_gyration_A_norm,max_dimension_A_norm,min_dimension_A_norm,aspect_ratio_norm,surface_pos_residue_frac_norm,surface_neg_residue_frac_norm,surface_hydrophobic_frac_norm,surface_polar_frac_norm,surface_hbond_donor_density_norm,surface_hbond_acceptor_density_norm,pos_patch_count_norm,neg_patch_count_norm,hyd_patch_count_norm,max_pos_patch_area_A2_norm,max_neg_patch_area_A2_norm,max_hyd_patch_area_A2_norm,ph_assumed_norm,ionic_strength_mM_norm,surface_net_charge_index_norm,surface_aromatic_frac_norm,max_pos_patch_size_res_norm,max_neg_patch_size_res_norm,surface_residue_count_norm,sasa_per_residue_A2_norm,net_charge_per_sasa_norm,max_hyd_patch_size_res_norm,effective_diameter_A_norm,effective_size_geom_A_norm,shape_anisotropy_index_norm,ph_distance_from_neutral_norm,electrostatic_interaction_score,transport_size_score,surface_interaction_score,protein_stability_score,overall_protein_interaction_profile
Hemoglobin,P68871,AF-P68871-F1,15998.0,147,6.744538,-1.457542,7897.923216,15.08029,49.522865,49.522865,1.0,0.156463,0.102041,0.47619,0.176871,43.537415,41.360544,8,5,17,62.5,50.0,212.5,AF-P68871-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.054422,0.14966,5,4,147,https://alphafold.ebi.ac.uk/files/AF-P68871-F1-model_v6.pdb,53.727369,-0.000185,17,v4,30.16058,49.522865,1.0,0.655462,0.06246202020346447,0.06461780929866037,0.4502796398639727,0.6334275681079459,0.10324461304718482,0.2277867790013352,0.20765881750529147,0.20765881750529147,0.0,0.3040993409660018,0.1919015258746545,0.8079779049591816,0.07951447188034322,0.3816021067480928,0.38160209183395133,0.07352941176470588,0.025974025974025983,0.11188811188811189,0.3,0.42857142857142855,0.07086614173228345,0.0,0.0,0.46435183663632085,0.7210292104694399,0.3,0.42857142857142855,0.07047768206734534,0.34471818823786815,0.11296619584192986,0.07086614173228345,0.2277867790013352,0.20765881750529147,0.0,0.18066621278799008,0.721865917500685,0.7722132209986649,,0.557653612624681,
Ene reductase,A0A125RY23,AF-A0A125RY23-F1,43559.0,403,8.545687,2.504779,17440.878967,20.449642,72.144806,72.144806,1.0,0.131514,0.099256,0.488834,0.193548,42.431762,40.310174,19,14,49,62.5,37.5,212.5,AF-A0A125RY23-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.032258,0.099256,5,3,403,https://alphafold.ebi.ac.uk/files/AF-A0A125RY23-F1-model_v6.pdb,43.277615,0.000144,17,v4,40.899284,72.144806,1.0,1.1456869999999988,0.259499417345239,0.26635145784081954,0.7252328627559571,0.7028796767306574,0.23225243399499665,0.32870709161463757,0.32672232974943094,0.32672232974943094,0.0,0.226394996823182,0.1815820481847353,0.8456085213524877,0.14373681048691445,0.3438069220804978,0.3438069201683014,0.23529411764705882,0.14285714285714285,0.3356643356643357,0.3,0.2857142857142857,0.07086614173228345,0.0,0.0,0.4036491712404553,0.441703750090053,0.3,0.2857142857142857,0.27094753328112764,0.273869398741662,0.12340898270115856,0.07086614173228345,0.32870709161463757,0.32672232974943094,0.0,0.3168367600617872,0.656641028620269,0.6712929083853624,,0.5295711466515487,
Glutathione reductase,P23886,AF-P23886-F1,62920.0,573,8.754436,2.616824,30598.384897,35.161797,126.089958,126.089958,1.0,0.106457,0.082024,0.493892,0.235602,42.408377,40.287958,21,16,71,50.0,37.5,212.5,AF-P23886-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.024433,0.092496,4,3,573,https://alphafold.ebi.ac.uk/files/AF-P23886-F1-model_v6.pdb,53.400323,8.6e-05,17,v4,70.323594,126.089958,1.0,1.3544359999999998,0.3979138814815874,0.40031520882584715,0.7570993048579039,0.7048436169340462,0.410124071821604,0.605231201379719,0.6106457678692617,0.6106457678692617,0.0,0.14835428372098816,0.11773097473673291,0.8606619583753715,0.30568477641368474,0.3430075389164746,0.3430075280172269,0.2647058823529412,0.16883116883116883,0.48951048951048953,0.2,0.2857142857142857,0.07086614173228345,0.0,0.0,0.3822180957702041,0.4042416416826914,0.2,0.2857142857142857,0.40407204385277995,0.34250083334036757,0.12156800507855897,0.07086614173228345,0.605231201379719,0.6106457678692617,0.0,0.37482128874322546,0.6225570548942527,0.394768798620281,,0.7036729762896344,
β-Lactamase,P35804,AF-P35804-F1,20892.0,201,8.357311,1.269951,12358.80168,24.097916,93.530083,75.714126,1.235306,0.089552,0.064677,0.41791,0.293532,44.776119,42.537313,6,5,21,37.5,25.0,187.5,AF-P35804-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.024876,0.114428,3,2,201,https://alphafold.ebi.ac.uk/files/AF-P35804-F1-model_v6.pdb,61.486576,0.000103,15,v4,48.195832,84.15193692989162,1.2353055888144309,0.9573109999999989,0.09744990241426396,0.10717100078802207,0.6964764476478787,0.6812354413478185,0.1635496406685648,0.397278672054695,0.4392770477523562,0.3455083293912499,0.03191887359770115,0.09570319799673596,0.053453782820385515,0.6345270726749462,0.5287704678137372,0.42394545174737264,0.4239454435726868,0.044117647058823525,0.025974025974025983,0.13986013986013984,0.09999999999999998,0.14285714285714285,0.05511811023622047,0.0,0.0,0.383431382215357,0.5257829081901256,0.10000000000000003,0.14285714285714285,0.11276429130775256,0.39732520878595845,0.12210760196794161,0.05511811023622047,0.397278672054695,0.38991810859476234,0.03191881608915792,0.2645112707186308,0.6581669847240815,0.5920817225822524,,0.6258850543783364,
Epoxide hydrolase,P34914,AF-P34914-F1,62515.0,554,5.854325,-7.689701,24706.687148,28.069817,92.83065,92.83065,1.0,0.120939,0.117329,0.472924,0.229242,46.750903,44.413357,23,23,66,50.0,50.0,212.5,AF-P34914-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.00361,0.117329,4,4,554,https://alphafold.ebi.ac.uk/files/AF-P34914-F1-model_v6.pdb,44.596908,-0.000311,17,v4,56.139634,92.83065,1.0,1.5456750000000001,0.39501848052217303,0.38534278959810875,0.3143847564254886,0.5241894261648754,0.3304763077415945,0.47193302337848386,0.4355958008797092,0.4355958008797092,0.0,0.1934588695511343,0.2485493445186344,0.7982577536510088,0.28119271707820515,0.49145065089992035,0.4914506132103509,0.29411764705882354,0.25974025974025977,0.4545454545454546,0.2,0.42857142857142855,0.07086614173228345,0.0,0.0,0.32518815525684425,0.5418594727596162,0.2,0.42857142857142855,0.389193422083007,0.2828141367748079,0.10896683066179973,0.07086614173228345,0.47193302337848386,0.4355958008797092,0.0,0.4279420379708123,0.5111665033377999,0.5280669766215161,,0.5551603995345568,
Carbonyl reductase,Q0E9S7,AF-Q0E9S7-F1,27160.0,255,8.882792,3.34423,12464.81544,17.844271,57.658169,57.658169,1.0,0.137255,0.101961,0.462745,0.203922,44.313725,42.098039,12,9,30,62.5,50.0,200.0,AF-Q0E9S7-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.035294,0.062745,5,4,255,https://alphafold.ebi.ac.uk/files/AF-Q0E9S7-F1-model_v6.pdb,48.881629,0.000268,16,v4,35.688542,57.658169,1.0,1.4827919999999999,0.14226070047255804,0.14972419227738376,0.7766934061107839,0.7175936895618853,0.16498280294291057,0.27973752214077324,0.2504764460816279,0.2504764460816279,0.0,0.24427549863583695,0.19160509563580583,0.7679633812793337,0.18368659406337118,0.40813916657545324,0.4081391693662102,0.13235294117647056,0.07792207792207793,0.20279720279720279,0.3,0.42857142857142855,0.06299212598425197,0.0,0.0,0.411964154643354,0.23936957256620978,0.3,0.42857142857142855,0.15505090054815976,0.31186432266233916,0.1273448658943025,0.06299212598425197,0.27973752214077324,0.2504764460816279,0.0,0.4104749309807196,0.6301024065608757,0.7202624778592268,,0.4159612074367556,
Penicillin G acylase,Q60136,AF-Q60136-F1,91988.0,802,6.255381,-6.417831,34997.977687,28.917053,136.027695,20.0,6.801385,0.149626,0.139651,0.376559,0.259352,54.862843,52.119701,42,39,76,62.5,62.5,162.5,AF-Q60136-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.009975,0.144638,5,5,802,https://alphafold.ebi.ac.uk/files/AF-Q60136-F1-model_v6.pdb,43.638376,-0.000183,13,v4,57.834106,52.15892924514459,6.8013847499999995,1.1446190000000005,0.6057250298476519,0.5807722616233255,0.3756076978701818,0.546482938829288,0.46960060023745953,0.48785735130059504,0.6629499388941325,0.05227444980626972,0.7869483757600717,0.28280531712118007,0.3312607919133831,0.5114597191096505,0.3971449036491629,0.7687458513945158,0.7687458466943176,0.573529411764706,0.4675324675324676,0.5244755244755245,0.3,0.5714285714285714,0.03937007874015748,0.0,0.0,0.3426205891697067,0.693198632300539,0.3,0.5714285714285714,0.5833985904463587,0.2763153395884457,0.11302967782891606,0.03937007874015748,0.48785735130059504,0.221532917324052,0.7869482991486818,0.3165401000699708,0.5712999436139659,0.2498265489831777,,0.6565961931369839,
Old yellow enzyme,W8NJY1,AF-W8NJY1-F1,46517.0,425,6.280959,-6.215369,19464.373262,23.663561,98.422798,54.995183,1.789662,0.148235,0.122353,0.409412,0.216471,48.705882,46.270588,22,18,43,62.5,50.0,175.0,AF-W8NJY1-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.025882,0.108235,5,4,425,https://alphafold.ebi.ac.uk/files/AF-W8NJY1-F1-model_v6.pdb,45.798525,-0.000319,14,v4,47.327122,73.57159633569218,1.7896621600477265,1.1190410000000002,0.28064656805622085,0.28368794326241137,0.3795122907356977,0.5500317206710347,0.25960733288687543,0.3891146994961533,0.4650283231318466,0.2364606520250095,0.10711635726631655,0.27847300950553755,0.26716516351833053,0.6092356318247157,0.23201219981823495,0.558278844127154,0.558278839899772,0.27941176470588236,0.19480519480519481,0.2937062937062937,0.3,0.42857142857142855,0.047244094488188976,0.0,0.0,0.386186610576133,0.49146296183409155,0.3,0.42857142857142855,0.28817541111981204,0.29096103763850883,0.10871290271385496,0.047244094488188976,0.3891146994961533,0.33423179450329554,0.10711637316446432,0.3094352599288739,0.6003448255719035,0.5751798427823586,,0.5835919776282504,
Nitrilase,A0A8B6X7C6,AF-A0A8B6X7C6-F1,29386.0,275,6.069177,-4.53352,12194.227867,17.807459,63.011337,63.011337,1.0,0.127273,0.112727,0.494545,0.167273,40.727273,38.690909,12,11,34,50.0,50.0,212.5,AF-A0A8B6X7C6-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.014545,0.105455,4,4,275,https://alphafold.ebi.ac.uk/files/AF-A0A8B6X7C6-F1-model_v6.pdb,44.342647,-0.000372,17,v4,35.614918,63.011337,1.0,1.3308230000000005,0.15817468204207982,0.16548463356973997,0.3471828480019148,0.5795114017556814,0.16132482588851324,0.2790456176897481,0.27865117183628063,0.27865117183628063,0.0,0.21318628611294518,0.23149719502886487,0.8626053934042254,0.0425530276190329,0.28554137536838775,0.2855413578929322,0.13235294117647056,0.10389610389610392,0.23076923076923075,0.2,0.42857142857142855,0.07086614173228345,0.0,0.0,0.35513688500345086,0.4760569468381647,0.2,0.42857142857142855,0.1707126076742365,0.28109026039780466,0.10703063005872085,0.07086614173228345,0.2790456176897481,0.27865117183628063,0.0,0.3682622696544885,0.5692108685811249,0.7209543823102519,,0.4490391501329336,
Ovalbumin,I0J178,AF-I0J178-F1,43772.0,388,5.203462,-12.632628,17377.172668,22.143467,80.198784,80.198784,1.0,0.113402,0.126289,0.425258,0.283505,52.319588,49.703608,15,17,41,50.0,50.0,187.5,AF-I0J178-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.012887,0.121134,4,4,388,https://alphafold.ebi.ac.uk/files/AF-I0J178-F1-model_v6.pdb,44.786527,-0.000727,15,v4,44.286934,80.198784,1.0,2.1965380000000003,0.2610221837757458,0.2545311268715524,0.21502769073511763,0.43754912041525706,0.2313912112219812,0.3605435866911807,0.3691119243565882,0.3691119243565882,0.0,0.16998467652518404,0.2817495312696848,0.6563959250363834,0.49015696483309956,0.6818082747933722,0.6818082440446076,0.1764705882352941,0.18181818181818182,0.27972027972027974,0.2,0.42857142857142855,0.05511811023622047,0.0,0.0,0.28000624445393896,0.5629457630687895,0.2,0.42857142857142855,0.2592012529365701,0.28409974374847263,0.09576257736867165,0.05511811023622047,0.3605435866911807,0.3691119243565882,0.0,0.6087332479463656,0.3876230070276137,0.6394564133088193,,0.32239164928526987,
Ferritin,Q13772,AF-Q13772-F1,69726.0,614,5.724789,-11.896652,74232.637765,46.478359,189.398926,121.101647,1.563967,0.138436,0.136808,0.364821,0.314332,58.957655,56.009772,30,29,56,62.5,62.5,162.5,AF-Q13772-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.001629,0.087948,5,5,614,https://alphafold.ebi.ac.uk/files/AF-Q13772-F1-model_v6.pdb,120.900062,-0.00016,13,v4,92.956718,151.44808311309563,1.5639665577793505,1.675211,0.44657091587609116,0.4326241134751773,0.2946105230441658,0.4504494091843166,1.0000000000000002,0.8179330273631558,0.9438527233038918,0.5843913528380282,0.07650120008106348,0.24795375549714085,0.3207264023002987,0.4765255072127331,0.6088702845083872,0.908721210498217,0.9087211898939214,0.39705882352941174,0.33766233766233766,0.38461538461538464,0.3,0.5714285714285714,0.03937007874015748,0.0,0.0,0.319762601198497,0.3790378444879162,0.3,0.5714285714285714,0.43617854346123724,0.8001455587051806,0.11375972067925727,0.03937007874015748,0.8179330273631558,0.7441103295481858,0.07650113594365493,0.4639234506112501,0.4705059443740634,0.15656659398895925,,0.80213993389266,
Peroxiredoxin,A0A2K4NR68,AF-A0A2K4NR68-F1,20095.0,181,4.547767,-11.658883,10764.530293,21.129576,85.587234,56.639292,1.511093,0.088398,0.132597,0.486188,0.226519,44.751381,42.513812,6,8,22,37.5,62.5,212.5,AF-A0A2K4NR68-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.044199,0.116022,3,5,181,https://alphafold.ebi.ac.uk/files/AF-A0A2K4NR68-F1-model_v6.pdb,59.472543,-0.001083,17,v4,42.259152,69.62471068520377,1.5110929352718603,2.852233,0.0917520392916634,0.09141055949566589,0.11493299924420841,0.4546170569884984,0.14199725344149805,0.3414868743214545,0.3974723458850473,0.24511390560975715,0.06932892855970468,0.09210903337527562,0.305123055602902,0.8377335916643599,0.2707065728061122,0.42309981819117826,0.42309981362389326,0.044117647058823525,0.06493506493506494,0.14685314685314685,0.09999999999999998,0.5714285714285714,0.07086614173228345,0.0,0.0,0.19424907702588712,0.5346164290187254,0.10000000000000003,0.5714285714285714,0.0971025841816758,0.3836701696285379,0.08446278368512936,0.07086614173228345,0.3414868743214545,0.3134585961303909,0.06932891601769695,0.7908666499448206,0.2734073340623923,0.6354034870059798,,0.16211145270527508,
Glutathione peroxidase,P77526,AF-P77526-F1,24516.0,215,6.446076,-2.466215,11290.736117,17.633368,54.486713,54.486713,1.0,0.139535,0.111628,0.451163,0.223256,47.44186,45.069767,10,8,24,62.5,50.0,200.0,AF-P77526-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.027907,0.144186,5,4,215,https://alphafold.ebi.ac.uk/files/AF-P77526-F1-model_v6.pdb,52.515052,-0.000218,16,v4,35.266736,54.486713,1.0,0.9539240000000007,0.12335837914739378,0.11820330969267141,0.40471811840695404,0.6157474087365077,0.14911084261612817,0.2757734689941211,0.23378447918596013,0.23378447918596013,0.0,0.2513766211115125,0.22742498462268138,0.7334934509513306,0.2581409140621389,0.5150700390916654,0.5150700317324428,0.10294117647058824,0.06493506493506494,0.16083916083916083,0.3,0.42857142857142855,0.06299212598425197,0.0,0.0,0.39173267164031944,0.6906937694306978,0.3,0.42857142857142855,0.12372748629600627,0.33649874192978546,0.1119187430566577,0.06299212598425197,0.2757734689941211,0.23378447918596013,0.0,0.26357045855357164,0.6423061281135003,0.7242265310058787,,0.529836178746619,
Thioredoxin reductase,P0AAC8,AF-P0AAC8-F1,11556.0,107,4.749944,-5.759602,6489.910057,13.747202,41.709583,41.709583,1.0,0.11215,0.149533,0.392523,0.224299,48.598131,46.168224,4,6,10,50.0,62.5,175.0,AF-P0AAC8-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.037383,0.102804,4,5,107,https://alphafold.ebi.ac.uk/files/AF-P0AAC8-F1-model_v6.pdb,60.653365,-0.000887,14,v4,27.494404,41.709583,1.0,2.650056,0.030705548446134816,0.033096926713948,0.14579619698333646,0.5580204674663214,0.0842101844856356,0.20273056035501774,0.16653605102500074,0.16653605102500074,0.0,0.16608528821836574,0.3678773371671644,0.5589711996619077,0.2621574577550485,0.5545955285271256,0.5545955045490076,0.01470588235294118,0.03896103896103896,0.06293706293706294,0.2,0.5714285714285714,0.047244094488188976,0.0,0.0,0.2129167077486005,0.461365815271905,0.2,0.5714285714285714,0.03915426781519186,0.3916760814720597,0.09068401840977625,0.047244094488188976,0.20273056035501774,0.16653605102500074,0.0,0.7347076357448623,0.3390105133026422,0.7972694396449822,,0.096309455002143,
Fructose dehydrogenase,P00343,AF-P00343-F1,35531.0,326,5.242795,-9.555119,15290.265592,20.084429,69.597435,69.597435,1.0,0.122699,0.131902,0.45092,0.223926,47.852761,45.460123,14,15,37,50.0,62.5,200.0,AF-P00343-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.009202,0.092025,4,5,326,https://alphafold.ebi.ac.uk/files/AF-P00343-F1-model_v6.pdb,46.902655,-0.000625,16,v4,40.168858,69.597435,1.0,2.1572050000000003,0.2021061361052925,0.20567375886524825,0.2210320441317608,0.4914921223465423,0.20317905752241938,0.3218426859786424,0.3133150390908236,0.3133150390908236,0.0,0.19894043777797157,0.3025478179029043,0.732770243122829,0.26072105238836074,0.5291161088577669,0.5291161031460558,0.16176470588235292,0.15584415584415584,0.2517482517482518,0.2,0.5714285714285714,0.06299212598425197,0.0,0.0,0.2900987061929646,0.4016314859046045,0.2,0.5714285714285714,0.2106499608457322,0.29844698170441186,0.09900015870496748,0.06299212598425197,0.3218426859786424,0.3133150390908236,0.0,0.5978076604387512,0.41497536719966405,0.6781573140213576,,0.3002641572137201,
DNA polymerase,Q00403,AF-Q00403-F1,34833.0,316,8.667919,4.097595,21585.444847,28.931097,89.656075,89.656075,1.0,0.142405,0.120253,0.420886,0.262658,52.531646,49.905063,16,13,33,62.5,50.0,187.5,AF-Q00403-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.022152,0.06962,5,4,316,https://alphafold.ebi.ac.uk/files/AF-Q00403-F1-model_v6.pdb,68.30837,0.00019,15,v4,57.862194,89.656075,1.0,1.2679189999999991,0.1971160376616599,0.19779353821907014,0.7438921087930886,0.7307987751197058,0.2882813444190464,0.48812131702128936,0.418887418102898,0.418887418102898,0.0,0.26031531475413916,0.2593838697485531,0.6433841364511624,0.40987615336034133,0.6890571777224475,0.68905714329716,0.19117647058823528,0.12987012987012986,0.22377622377622378,0.3,0.42857142857142855,0.05511811023622047,0.0,0.0,0.37597090303568104,0.27746898015505767,0.3,0.42857142857142855,0.2028191072826938,0.4435766178710414,0.12486906840184099,0.05511811023622047,0.48812131702128936,0.418887418102898,0.0,0.35078932946230906,0.6365344549633414,0.5118786829787106,,0.629521479455249,
Sarcosine oxidase,P40859,AF-P40859-F1,43182.0,390,5.335954,-17.286369,15752.224238,20.874603,66.694191,66.694191,1.0,0.130769,0.135897,0.405128,0.233333,50.0,47.5,18,19,39,62.5,62.5,175.0,AF-P40859-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.005128,0.141026,5,5,390,https://alphafold.ebi.ac.uk/files/AF-P40859-F1-model_v6.pdb,40.390319,-0.001097,14,v4,41.749206,66.694191,1.0,2.0640460000000003,0.2568041922546237,0.256107171000788,0.23525317036362414,0.35597770673272955,0.2094241119734176,0.33669449809654856,0.29803472218336974,0.29803472218336974,0.0,0.22407467390898103,0.3173508029554094,0.596485745662985,0.29694696467906156,0.6025164383738648,0.6025164300706742,0.22058823529411764,0.2077922077922078,0.26573426573426573,0.3,0.5714285714285714,0.047244094488188976,0.0,0.0,0.3012565594154315,0.6731818962698601,0.3,0.5714285714285714,0.26076742364917777,0.2542936817901206,0.084018409776226,0.047244094488188976,0.33669449809654856,0.29803472218336974,0.0,0.571930742669401,0.3878933076008131,0.6633055019034515,,0.3327111233744759,
Cas9,A0ABD7TWL1,AF-A0ABD7TWL1-F1,30386.0,258,9.448567,15.342528,17943.917277,25.448952,81.354713,81.354713,1.0,0.205426,0.120155,0.341085,0.290698,61.627907,58.546512,19,11,22,87.5,50.0,150.0,AF-A0ABD7TWL1-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.085271,0.155039,7,4,258,https://alphafold.ebi.ac.uk/files/AF-A0ABD7TWL1-F1-model_v6.pdb,69.550067,0.000855,12,v4,50.897904,81.354713,1.0,2.0485670000000002,0.16532382021347325,0.1520882584712372,0.8630614187969706,0.9279015106555479,0.2390528297968497,0.4226722345314753,0.3751957951723089,0.3751957951723089,0.0,0.45659594613113397,0.2590207427059634,0.40588328080404035,0.517856867789091,1.0,1.0,0.23529411764705882,0.10389610389610392,0.14685314685314685,0.5,0.42857142857142855,0.031496062992125984,0.0,0.0,0.5488409417074747,0.7508381869669546,0.5,0.42857142857142855,0.15740015661707127,0.45199525905351046,0.14597682907475007,0.031496062992125984,0.4226722345314753,0.3751957951723089,0.0,0.5676311171887521,0.7161516670714144,0.5773277654685248,,0.40463152244573475,
